,episode,d_v,v,d_d
0,1,-3.197056574152512,15.325918794694896,40.12704008783726
0,1,0.10163719635457191,6.124014931672635,39.2923135184877
0,1,-0.48156733642934313,7.0296801417815145,39.184791610711294
0,1,-1.5201747646921095,10.532502746837308,38.636702169718525
0,1,1.0152836796275952,10.575656074941254,38.44083977441917
0,1,-0.6957361305434198,12.053564720023852,38.73277044567443
0,1,-1.3813533535631244,13.091260497112051,38.285784321941534
0,1,-1.9898446094152238,13.62740918489749,37.29757753136358
0,1,-3.368193215123245,14.944746960172449,36.12394032632289
0,1,-4.3617933140021705,15.969866552783733,34.09291523204544
0,1,-5.097817197450485,16.709567866350085,31.926299061793273
0,1,-5.972383653946583,17.573726008025048,28.96959108558894
0,1,-4.203477621182264,15.802962862918157,26.631177364374572
0,1,-6.377062379269205,17.978222432300573,23.93162308810741
0,1,-4.047409733756421,15.648040411746239,21.346993732329945
0,1,-6.155382067797158,17.75178271975851,18.85749387708274
0,1,-4.212150624542133,15.807690523604261,16.151045658568354
0,1,-3.7279603089258533,15.32514985767483,14.264994155173907
0,1,-2.3054041492157644,13.901951937390406,12.730471176502618
0,1,-1.5714542012918642,13.16781183315238,11.753017285061789
0,1,-3.487343641355837,15.083894826521092,10.494718355501403
0,1,-1.3412182161514146,12.937746192105005,9.210217935398006
0,1,-0.5938222147908405,12.19031760539289,8.822151221130277
0,1,0.5233239194506503,11.073182600242395,8.758782558266278
0,1,-1.3938758173680412,12.990387230817266,8.57218616897502
0,1,0.5467722560174302,11.049734087636827,8.364758006977873
0,1,-1.372141306749402,12.968649667377303,8.222459661962239
0,1,0.5252115763795402,11.071305813227475,7.9900332051671805
0,1,-1.3706502491800894,12.967155477439922,7.863656778013537
0,1,0.5168849385906622,11.079620697822346,7.614971565087134
0,1,-0.09036759669010941,11.686869871464104,7.690833720442371
0,1,1.5458388417068267,10.056951880060108,8.140785820382224
0,1,-0.47387211567664345,12.072995120270688,8.35929809936825
0,1,1.584822705850172,10.019220870821055,8.67485546335891
0,1,-0.09653421452756561,11.721641162513722,9.20986961231914
0,1,0.37770705936999427,11.232730863189937,9.1551223531881
0,1,-1.4099415323392055,13.029470162955734,8.93891866162245
0,1,0.6602379410866934,10.95968156817491,8.779151784168345
0,1,-1.4118905813255758,13.029561048394216,8.604702904729951
0,1,0.5121309546431974,11.107895111201595,8.387965054691792
0,1,-1.3875128407723984,13.007191915955561,8.235173859656603
0,1,0.49450853825603325,11.124867047961628,7.998102249693204
0,1,-1.5078177924507212,13.128042231617979,7.85778507439537
0,1,0.28176608282777416,11.338904130809407,7.378015953884325
0,1,-0.11803326214657162,11.738539424903294,7.522509461852209
0,1,1.4999508252285807,10.120492055713175,7.880703212363012
0,1,-0.4442913220396001,12.064683598625312,8.197374921008567
0,1,1.4372019119148138,10.18322183331251,8.44033739425838
0,1,-0.055519939092556925,11.675945504118117,8.972793945312553
0,1,-1.0451736246217784,12.665585888169979,8.449238280328286
0,1,0.45982152236352825,11.160601068388527,8.45676047835798
0,1,-1.3844339761448001,13.004853396129098,8.122005772556198
0,1,0.5980552487777793,11.024227905888319,8.003884199657103
0,1,-1.4105490788770219,13.037647146493498,7.801924636556232
0,1,0.507828956699095,11.12138758641961,7.59987109098528
0,1,-0.03892945720852481,11.668125497877053,7.672548090851747
0,1,1.4975582661632227,10.131968625418832,8.101844008268625
0,1,-0.48473641860059935,12.117320537741985,8.351403701399851
0,1,1.4379390949763184,10.182840964669401,8.62258470251654
0,1,-0.4199343848447885,12.06812028395573,8.961185992963873
0,1,0.6249667602121232,11.004546921200644,9.007151861341557
0,1,-1.9341756175837617,13.564859614374853,8.712373505739906
0,1,0.40228194798485184,11.231639814001282,8.273747910180962
0,1,-1.2161750858501161,12.848595697693712,8.23941449624687
0,1,0.44910958667289336,11.183059289314018,7.9536243641252256
0,1,-1.3732266427964284,13.006213289667977,7.858241147805427
0,1,0.47149664770281596,11.165686610031697,7.561026197128959
0,1,-0.12527163375377093,11.759724962634767,7.6643548470646765
0,1,1.423455735405101,10.218642550846525,7.959794905108101
0,1,-0.48362858275359955,12.095111402106431,8.323351529257756
0,1,1.3846745487757683,10.24681342604141,8.508796512772275
0,1,-0.35691371251598447,12.00499528233265,8.9209295159895
0,1,0.3895642016146468,11.259354005384958,8.885826141299608
0,1,-1.475873722256848,13.119893561609889,8.607295102578318
0,1,0.5007639783872158,11.143749487757901,8.41369916872892
0,1,-1.4157730523684435,13.062310549888224,8.228487603432287
0,1,0.47900650342143614,11.173699882772864,7.999933967956956
0,1,-1.405396207041223,13.058846656259927,7.8463998283094964
0,1,0.3433607921799471,11.310872051831922,7.469396139026655
0,1,1.402000764397858,10.25490419375804,8.02701998622538
0,1,-0.43016752520667545,12.089012749062377,8.172451675898506
0,1,1.4577550080732635,10.202800929154405,8.492890512046433
0,1,-0.4740109109113888,12.136481895562126,8.78843182091159
0,1,0.33354895579593347,11.33014641383342,8.80698518574783
0,1,-1.3825014992396412,13.048011142468988,8.461961843890371
0,1,-0.8176742869371854,12.484672276780461,8.054257853796667
0,1,-0.816776728198418,12.484864576465855,7.536556601723659
0,1,0.433220519693565,11.236714871465807,7.527886070208447
0,1,0.04397153023918854,11.62803303058953,7.563665767363553
0,1,1.3727016846865965,10.301277494981832,7.90081610902022
0,1,-0.47265548162713067,12.147184259520547,8.219831226983526
0,1,1.3652074226709345,10.309259919389278,8.416973378164549
0,1,-0.4622506181849033,12.136873357374274,8.796528283208922
0,1,0.42255901676635155,11.252042528965527,8.755240770107841
0,1,-1.4341275724484124,13.108738978654928,8.592862374467964
0,1,0.42935192881701845,11.245262729792392,8.317175577894957
0,1,-1.4117362904633044,13.086328459104298,8.186661185903205
0,1,0.4290516327178846,11.24479106943993,7.901843777026877
0,1,-0.13797767220439283,11.810086711208827,8.003524330481111
0,1,0.20472267787141796,11.465575011918341,8.043986715636622
0,1,0.07614437562677878,11.592128327091908,8.08662787501349
0,1,0.08401912207197526,11.58230259056314,8.141002760060887
0,1,0.10386305236707827,11.560480902798888,8.186341468551888
0,1,0.09175919857415948,11.570569230373733,8.23426308895169
0,1,0.09400860210010542,11.566333832251974,8.282603916159957
0,1,0.09501782797253178,11.563618796536439,8.330261340303496
0,1,0.09401874577127423,11.562890741254686,8.378255373625912
0,1,0.0947564007615842,11.560400465769842,8.426365365301217
0,1,-1.4260851760943432,13.07931507175086,8.091849975559564
0,1,0.5042104313604447,11.146938961663944,7.920697873245789
0,1,-1.432463916035669,13.081537156461918,7.722199280995437
0,1,0.46477362784986376,11.182645713248613,7.496981566295846
0,0,-1.5886297194463275,18.139835670925713,40.00346075100635
0,0,1.4360909983374999,8.988860670532082,39.902004974287564
0,0,3.5739521628253375,6.790491185644418,41.726312604677624
0,0,2.2660841812517987,10.180535764141391,43.21447776029374
0,0,1.2911714382945991,13.28940150503262,44.04664674964428
0,0,2.563291595001049,13.532674170698035,45.00820896685129
0,0,0.7437672530536599,14.933125371871084,45.866546561084505
0,0,1.7539503324487686,13.997861463062335,46.52892941242368
0,0,-0.2119649588169814,15.98159529342698,46.916461219467706
0,0,-0.9419606673496066,16.689751233295812,46.5654801924716
0,0,-2.0966181723284265,17.84863327125839,45.96697440281231
0,0,-2.7660982845263398,18.515215770761095,44.599719682757524
0,0,-3.8653864372471585,19.61353355161983,43.11687449056209
0,0,-4.798122991466704,20.54708436401157,40.73353522584914
0,0,-5.4574353430816736,21.206059177241368,38.39035736140361
0,0,-7.005690235646512,22.754355523730904,35.08280037788946
0,0,-7.466942221046422,23.21562885122154,31.683339666135815
0,0,-5.741372176335638,21.490043455154847,28.185284871191936
0,0,-7.290089149845972,23.03875992126364,25.057945712029
0,0,-5.776485526958149,21.525167083703,21.586566792278987
0,0,-5.581665845093918,21.33034037068982,18.81129877933301
0,0,-7.095709177179826,22.84438178366383,15.63787910328027
0,0,-4.571237724610814,20.319909564729876,12.778590595887021
0,0,-4.510030139577104,20.26614757201704,10.466506645734826
0,0,-2.9749001153208177,18.726580313313995,8.670647866538001
0,0,-2.1870372097117894,17.96299808240268,7.311525011899025
0,0,-1.205344292259218,16.974848337744533,6.475254835086117
0,0,-0.147184294577551,15.921900194689611,6.078185712443341
0,0,0.6779404602668162,15.096665847211176,6.21281735020701
0,0,1.7520531555095111,14.023806698128377,6.794208702122687
0,0,2.719760114663348,13.055804464460369,7.896114248575479
0,0,3.5350541748740856,12.241963544472068,9.524567798748945
0,0,1.7699930713359748,14.006653974250773,10.77438347806369
0,0,0.8830449843044672,14.89354295649504,11.561386302469675
0,0,2.827483998705551,12.949104489348608,12.496703804238567
0,0,0.798506972932282,14.978070334617978,13.454340115569412
0,0,0.1648510623129109,15.611720851816036,13.59263322902184
0,0,-1.1195389458794818,16.896113365873415,13.492057387657988
0,0,-0.0037319552643246823,15.782024692282993,13.181707613042608
0,0,-2.206220663827695,17.98865598044761,12.64560708615547
0,0,0.004706597033877102,15.781939176918904,12.057312833638985
0,0,-0.9891963571445768,16.779520085145194,11.758116473730036
0,0,0.999005285292121,14.791861366992512,11.831134241795485
0,0,-1.0498521562634373,16.840764003438302,11.90830177811191
0,0,0.9403458759088537,14.850352876788428,11.762134748322087
0,0,-0.16526082698716849,15.95606536675009,12.185523935754524
0,0,-0.5767848332655525,16.36757141851051,11.70244650509688
0,0,-0.9545254108770624,16.744968370683168,11.440986071637846
0,0,1.1443755225833172,14.647109930653086,11.517297981559402
0,0,0.04667511186791451,15.745908934079782,11.682450698631762
0,0,0.23666686374431656,15.572067877325445,11.910922484532295
0,0,0.5142945334482416,15.283172275571351,12.058737652412626
0,0,-1.1654528021510107,16.97846900105037,11.95259339925132
0,0,0.9367504050846183,14.86937831661366,11.885495117604147
0,0,-1.200740706778726,17.00643250463146,11.905820428603938
0,0,0.8754501415295444,14.930381454605458,11.751130224281457
0,0,0.07338275110318015,15.744106316519309,11.946476581608882
0,0,0.2879014078506792,15.52765053641687,12.166047838265165
0,0,0.4496762463692914,15.368797645318075,12.313796483803454
0,0,-1.2023460076048451,17.024200502346496,12.137414318354258
0,0,0.9704933548224055,14.853539395589575,12.120687376797667
0,0,-1.2010964034162335,17.027926569010926,12.104488992375645
0,0,0.8804328846065168,14.948799835296173,11.985797374648474
0,0,-1.146673318721282,16.978713843760158,12.024116247826674
0,0,0.8585629156169112,14.975772190421653,11.866321011480151
0,0,-1.0308287095679862,16.86815949319523,11.954505579470583
0,0,0.8382071363274548,15.001224234970152,11.795626511077739
0,0,0.05186067485557366,15.787752441842953,12.008831754024722
0,0,0.3181329259752026,15.521595715215279,12.223261968367568
0,0,0.4411034920725143,15.39856655992957,12.370432643585794
0,0,-1.2187958141570405,17.058478347755653,12.190115716731107
0,0,0.9395969573628129,14.9000849174999,12.161760312565068
0,0,-1.2099931749589885,17.048074353583253,12.133845648660753
0,0,0.8644116842476013,14.970182431385158,12.0190702286486
0,0,-1.3257011942061379,17.157126774109848,12.035411810152404
0,0,0.44387164759444175,15.385269861048215,11.555734070215385
0,0,0.011689161337562481,15.813872186507,11.892178581937346
0,0,0.5347336422480602,15.288521170365982,12.040254258806144
0,0,-1.2248089966727242,17.04445957876255,11.815620936101892
0,0,1.0021640823751259,14.81467152423564,11.831506741681848
0,0,-1.217744466057134,17.032063568830093,11.80140284915263
0,0,0.8847654582410058,14.925995826828805,11.691127758228287
0,0,0.12368336721551998,15.68500785325766,11.871618108730063
0,0,0.2191086835331877,15.554399493553221,12.082808673199779
0,-1,-2.385948166925486,17.04796072334891,40.03394365108042
0,-1,1.213519627181289,7.909068703647301,39.58559477102453
0,-1,3.3364971388954414,5.833445994600926,41.25567142446777
0,-1,2.15716071385666,9.253401430431984,42.63301869525184
0,-1,1.3267286753107985,12.305918898391264,43.39041358706947
0,-1,1.280083908735456,12.656450988623776,44.19074385334602
0,-1,0.1177982294707558,13.96783171977298,44.563567081136725
0,-1,-1.0203171746885253,14.99166419682605,44.32479445135129
0,-1,-1.8545062052158308,15.841203343084901,43.77068301754376
0,-1,-2.6466742303075534,16.638819250297782,42.534927740766584
0,-1,-3.795137053711139,17.779371162574087,41.091461689785284
0,-1,-4.544901072805509,18.528381815273285,38.83188873068299
0,-1,-5.56079734309186,19.543650400179853,36.497217703132556
0,-1,-6.588991792584622,20.571439728902284,33.223643109482865
0,-1,-7.128584815247956,21.10984936818966,30.026485990733413
0,-1,-5.643473740440509,19.624499816164708,26.63701412359653
0,-1,-5.350397943747327,19.331607495989292,23.96969317502096
0,-1,-3.640481527678064,17.621658054729092,21.701011085340856
0,-1,-5.5006191304993735,19.48178316944438,19.52572924535638
0,-1,-3.765122467312871,17.74629894703077,16.99296870315935
0,-1,-3.4479329996081916,17.429103179536895,15.361725441752364
0,-1,-1.7121935841961644,15.693361269727474,14.014274478146046
0,-1,-3.7623027269501605,17.743477772955465,12.712967795314574
0,-1,-1.808403997471359,15.789573746133001,11.215457878205271
0,-1,-1.3271202058086384,15.308290318364389,10.519317236152315
0,-1,0.05777092375705628,13.92339910155271,10.190589505200865
0,-1,-0.5455480310347323,14.536282966986082,9.933018999270605
0,-1,0.8990944799749148,13.084787917375678,10.185472144773312
0,-1,-0.9843297062447363,14.988561342742154,10.062646522846126
0,-1,1.1988593391826203,12.802205601818153,10.188026658133534
0,-1,-0.8457140110458603,14.851461779384545,10.410132689811022
0,-1,0.7801651869447284,13.225374743726086,10.180659596797001
0,-1,-0.5689878801233768,14.575042450023608,10.428898187748104
0,-1,-0.1418659688629571,14.147951831004466,10.09695661302662
0,-1,-0.5766901701243174,14.583421543211424,9.867787370256154
0,-1,0.9429365615274765,13.064238529598828,10.060574806212491
0,-1,-1.0280441773262883,15.035621108664175,9.987871986442903
0,-1,1.181579200766679,12.825837232032244,10.06767809590815
0,-1,-0.6542593995907051,14.661609970476725,10.33348788342172
0,-1,-0.1394206668810387,14.146805864215935,9.998030994444719
0,-1,-0.546696293569239,14.55405751606505,9.765892881254976
0,-1,0.9164992079785517,13.090858360570639,9.976054993987896
0,-1,-1.0458656287589356,15.053231499319454,9.876697361373706
0,-1,1.1156174869087767,12.894316129917584,9.96405238727694
0,-1,-0.9735501050288828,14.987508275564718,10.015731439033845
0,-1,1.0277650364661497,12.98941900028264,10.02034336616677
0,-1,-0.9594137410928472,14.979741122590394,10.106247684225542
0,-1,1.0022505109030249,13.018954681938812,10.077772655323257
0,-1,-0.9654974613316796,14.986032541704759,10.187064186780153
0,-1,0.9885000124633159,13.032137833646136,10.129690922643515
0,-1,-0.9003391720856513,14.921156111033751,10.266870529258384
0,-1,0.9787683347843199,13.041973698032674,10.210082762032906
0,-1,-0.8935552042036026,14.914275878180504,10.348780779453639
0,-1,0.9777058409665482,13.042733834652935,10.292384176644768
0,-1,-0.8913252774630251,14.913147683528994,10.431067844463037
0,-1,0.9819942657438556,13.042343621901749,10.374865422197603
0,-1,-0.8836046273831446,14.920170046273254,10.513964206598567
0,-1,0.9816877183708907,13.047633935343164,10.458388486823145
0,-1,-0.913205218879277,14.94356527742036,10.594821569255942
0,-1,0.9994669817450781,13.029321972753014,10.53306688331175
0,-1,-0.8932377583154576,14.933102457720803,10.689776929840235
0,-1,0.602505184898515,13.431424546606493,10.39708718002275
0,-1,-0.40898000266375867,14.443529264976911,10.698579905065069
0,-1,-0.1479752791030151,14.192564349794894,10.343690484401929
0,-1,-0.6087984312582666,14.65303773232147,10.138547098090312
0,-1,0.9496935251666905,13.096610802118615,10.320035802595983
0,-1,-1.0538210234620635,15.10303089388441,10.244672454539892
0,-1,1.042343447609273,13.008639483054337,10.30087639229863
0,-1,-0.991820125884658,15.045414086591244,10.333071606229772
0,-1,0.989951810707737,13.065293765983004,10.337073981632855
0,-1,-0.9759685177448425,15.03366237937077,10.399786059748042
0,-1,0.9735387503616195,13.086593449813067,10.37791264949281
0,-1,-0.9716183252540098,15.033233602625453,10.461430018238545
0,-1,0.9652554548962922,13.099098247619937,10.420257939155306
0,-1,-0.9722665065731313,15.038929037022317,10.520633361651102
0,-1,0.9599575777927711,13.107024643738129,10.46166184417851
0,-1,-0.976900306170533,15.043795761073618,10.578394372896861
0,-1,0.9571765093697451,13.109673221297285,10.500014114397256
0,-1,-0.9485492894094616,15.015434121255462,10.637763182650804
0,-1,1.2248195703917837,12.84205308523552,10.59482274736546
0,-1,-0.7772483603169764,14.844118889683369,10.844257356093252
0,-1,-0.1300472157545176,14.195631335067297,10.52366005801584
0,-1,-0.5077394655065248,14.570419622740252,10.288298210455546
0,-1,-0.5099835479727641,14.56955694523794,10.08640781861547
0,-1,-0.42213067310613717,14.479257899191383,9.856565309483823
0,-1,-0.4469590915318662,14.502471684541897,9.627334258342167
0,-1,0.9307950886428671,13.121948043596667,9.801632556331294
0,-1,0.4935851059099363,13.556115167585812,10.047650763286208
0,-1,0.45554186894891124,13.591716852071835,10.337206139414887
0,-1,0.5567856650222787,13.488861782610671,10.597541377003113
0,-1,-0.9981483082832963,15.041007242586813,10.477356484630834
0,-1,1.052448280863187,12.987345952435106,10.554692586145592
0,-1,-1.001636991727601,15.039029517374331,10.579026225842712
0,-1,0.9965523629232518,13.03920730506575,10.586261049966362
