w_collision,w_speed,w_distance,test_episode_num,safe_rate,average_speed,col_epi
0.7,0.4,0.4,100,1.0,23.368566642448883,[]
1.1,0.4,0.2,100,1.0,23.31150996806464,[]
0.8999999999999999,0.5,0.2,100,1.0,23.29855470464252,[]
0.6,0.3,0.5,100,1.0,23.288640700066583,[]
0.7999999999999999,0.5,0.5,100,1.0,23.25022917974428,[]
0.7,0.3,0.1,100,1.0,23.24442373616256,[]
0.7999999999999999,0.3,0.1,100,1.0,23.233259294660453,[]
0.6,0.3,0.3,100,1.0,23.23260527936814,[]
0.7,0.4,0.3,100,1.0,23.2289521166214,[]
1.0,0.3,0.4,100,1.0,23.22792111945605,[]
0.7,0.3,0.2,100,1.0,23.22773182717784,[]
0.7999999999999999,0.2,0.2,100,1.0,23.226140924966696,[]
0.7999999999999999,0.5,0.3,100,1.0,23.220735658207573,[]
1.1,0.4,0.5,100,1.0,23.21835137322164,[]
0.7,0.5,0.2,100,1.0,23.210389526853444,[]
0.6,0.4,0.1,100,1.0,23.20894726253139,[]
0.7999999999999999,0.3,0.4,100,1.0,23.199490696144657,[]
0.7,0.5,0.3,100,1.0,23.19807171292605,[]
0.8999999999999999,0.2,0.5,100,1.0,23.196487911663663,[]
0.7999999999999999,0.3,0.3,100,1.0,23.195541678280136,[]
0.6,0.2,0.1,100,1.0,23.18927575426124,[]
0.7,0.2,0.5,100,1.0,23.18618844265465,[]
1.1,0.5,0.1,100,1.0,23.17768342256258,[]
1.1,0.3,0.2,100,1.0,23.176715941988263,[]
0.8999999999999999,0.5,0.5,100,1.0,23.17186873809973,[]
0.6,0.4,0.5,100,1.0,23.1627812403768,[]
0.7,0.4,0.1,100,1.0,23.16016213191552,[]
0.7999999999999999,0.4,0.5,100,1.0,23.15274090374924,[]
1.0,0.5,0.4,100,1.0,23.151661518084467,[]
0.8999999999999999,0.2,0.3,100,1.0,23.14983532715055,[]
1.0,0.2,0.3,100,1.0,23.14743223802397,[]
0.6,0.1,0.3,100,1.0,23.144365890106595,[]
0.6,0.4,0.3,100,1.0,23.14226490314563,[]
0.8999999999999999,0.4,0.4,100,1.0,23.139520673686658,[]
0.7,0.2,0.1,100,1.0,23.134676974082133,[]
1.1,0.3,0.5,100,1.0,23.13285014755793,[]
1.0999999999999999,0.5,0.5,100,1.0,23.128863843894976,[]
0.7999999999999999,0.5,0.4,100,1.0,23.12701597708531,[]
0.7,0.4,0.5,100,1.0,23.125672775139915,[]
1.0,0.5,0.5,100,1.0,23.12231381867784,[]
0.8999999999999999,0.4,0.3,100,1.0,23.119364256185,[]
0.6,0.5,0.4,100,1.0,23.111607649382112,[]
0.7999999999999999,0.4,0.1,100,1.0,23.109415042975908,[]
1.0,0.2,0.1,100,1.0,23.109133213371013,[]
1.0,0.4,0.5,100,1.0,23.107602498639185,[]
1.1,0.5,0.2,100,1.0,23.105359311404406,[]
0.6,0.5,0.1,100,1.0,23.1011425156559,[]
0.8999999999999999,0.3,0.3,100,1.0,23.08870471415593,[]
1.1,0.3,0.4,100,1.0,23.08722517977835,[]
1.0,0.5,0.3,100,1.0,23.080207079177683,[]
1.1,0.1,0.2,100,1.0,23.07881030869864,[]
0.7999999999999999,0.5,0.2,100,1.0,23.0764820210334,[]
0.6,0.2,0.5,100,1.0,23.074207491184115,[]
1.1,0.4,0.4,100,1.0,23.06910783424744,[]
0.8999999999999999,0.4,0.1,100,1.0,23.068739467774087,[]
0.8999999999999999,0.2,0.4,100,1.0,23.06385977365916,[]
1.0,0.4,0.3,100,1.0,23.06132740714113,[]
0.7,0.5,0.4,100,1.0,23.05684820001455,[]
0.7,0.2,0.4,100,1.0,23.053987050842206,[]
0.8999999999999999,0.4,0.5,100,1.0,23.053759632501144,[]
1.1,0.3,0.3,100,1.0,23.053393349397385,[]
0.6,0.2,0.3,100,1.0,23.048173551276847,[]
0.8999999999999999,0.4,0.2,100,1.0,23.04712381625995,[]
0.7999999999999999,0.4,0.3,100,1.0,23.04490348141972,[]
0.6,0.3,0.2,100,1.0,23.04487898558144,[]
1.0,0.4,0.1,100,1.0,23.043516203184907,[]
1.1,0.5,0.4,100,1.0,23.042966815683883,[]
1.1,0.4,0.3,100,1.0,23.03927810282408,[]
0.8999999999999999,0.5,0.1,100,1.0,23.03640544914132,[]
1.0,0.5,0.1,100,1.0,23.036363064372107,[]
0.6,0.2,0.4,100,1.0,23.02942514022621,[]
0.7,0.2,0.2,100,1.0,23.027861531149547,[]
0.7,0.3,0.4,100,1.0,23.01966931204884,[]
1.0,0.3,0.2,100,1.0,23.01003030812776,[]
1.0,0.1,0.1,100,1.0,23.00557811294665,[]
0.7,0.3,0.3,100,1.0,22.99859478391722,[]
0.6,0.4,0.2,100,1.0,22.99859156874387,[]
0.7999999999999999,0.4,0.4,100,1.0,22.989553245817422,[]
0.8999999999999999,0.3,0.4,100,1.0,22.9883780688562,[]
0.8999999999999999,0.3,0.1,100,1.0,22.96799717241006,[]
0.7,0.4,0.2,100,1.0,22.960851311146858,[]
0.7999999999999999,0.2,0.4,100,1.0,22.95641542201914,[]
1.0,0.4,0.2,100,1.0,22.953996107819,[]
0.8999999999999999,0.5,0.4,100,1.0,22.9459689981678,[]
0.6,0.5,0.3,100,1.0,22.945221656400264,[]
1.0,0.1,0.4,100,1.0,22.940609754928232,[]
0.7999999999999999,0.5,0.1,100,1.0,22.93825935534792,[]
1.1,0.1,0.5,100,1.0,22.92423832317592,[]
0.8999999999999999,0.2,0.2,100,1.0,22.918481906883155,[]
1.1,0.2,0.1,100,1.0,22.916074128671408,[]
0.6,0.4,0.4,100,1.0,22.91183847157584,[]
0.7999999999999999,0.2,0.3,100,1.0,22.899949018581164,[]
1.0,0.2,0.2,100,1.0,22.898679910648703,[]
1.0,0.1,0.5,100,1.0,22.89797756195937,[]
0.8999999999999999,0.1,0.5,100,1.0,22.89676122870549,[]
1.1,0.3,0.1,100,1.0,22.88271012149121,[]
1.0,0.4,0.4,100,1.0,22.882573828573925,[]
0.7,0.1,0.2,100,1.0,22.8818559212442,[]
0.7999999999999999,0.1,0.4,100,1.0,22.868135992837114,[]
1.0,0.2,0.5,100,1.0,22.83170995058961,[]
0.7999999999999999,0.1,0.3,100,1.0,22.82746719859362,[]
0.7999999999999999,0.1,0.5,100,1.0,22.77989353413764,[]
1.0,0.2,0.4,100,1.0,22.77364468430763,[]
0.8999999999999999,0.1,0.3,100,1.0,22.518309185795463,[]
0.7,0.1,0.5,100,1.0,22.50790421093685,[]
0.8999999999999999,0.1,0.4,100,1.0,22.34821237947189,[]
0.8999999999999999,0.2,0.1,100,1.0,22.087380777976826,[]
1.0,0.1,0.3,100,1.0,21.904316088974632,[]
0.7999999999999999,0.2,0.1,100,1.0,21.730833234289044,[]
0.6,0.1,0.4,100,1.0,21.60076249272904,[]
1.0,0.1,0.2,100,1.0,21.52891146238743,[]
0.7,0.3,0.5,100,1.0,21.09034069041052,[]
0.7999999999999999,0.3,0.5,100,1.0,20.971556352779675,[]
1.1,0.2,0.4,100,1.0,20.956698651971585,[]
0.8999999999999999,0.3,0.5,100,1.0,19.52198557056085,[]
0.7,0.2,0.3,100,1.0,18.98310215583959,[]
0.7999999999999999,0.1,0.1,100,1.0,18.715564400123043,[]
0.7,0.5,0.5,100,1.0,18.25128946398497,[]
1.1,0.4,0.1,100,1.0,18.069614302249924,[]
0.7,0.1,0.3,100,1.0,17.117329585115815,[]
1.1,0.2,0.2,100,1.0,17.073040064952586,[]
0.8999999999999999,0.1,0.1,100,1.0,17.04915483397114,[]
1.1,0.1,0.4,100,1.0,16.988720249492783,[]
0.8999999999999999,0.1,0.2,100,1.0,16.928728428569464,[]
1.0,0.3,0.3,100,1.0,16.800157069692368,[]
0.7,0.1,0.1,100,1.0,16.75673780674443,[]
0.7999999999999999,0.4,0.2,100,1.0,16.753075386948407,[]
1.0,0.3,0.1,100,1.0,16.73807026848629,[]
0.7,0.1,0.4,100,1.0,16.37395059572332,[]
0.6,0.1,0.1,100,1.0,16.129697093527838,[]
1.1,0.1,0.3,100,1.0,16.025238045819783,[]
0.6,0.1,0.2,100,1.0,15.99141794791452,[]
1.1,0.2,0.3,100,1.0,15.866887291097212,[]
1.0,0.5,0.2,100,1.0,15.589212970465328,[]
0.6,0.2,0.2,100,1.0,15.528795934367734,[]
0.6,0.1,0.5,100,1.0,15.002067352991258,[]
1.1,0.1,0.1,100,1.0,14.915240541836983,[]
0.6,0.3,0.1,100,1.0,7.163599336742369,[]
1.0,0.3,0.5,100,1.0,4.675119875719408,[]
0.7999999999999999,0.3,0.2,100,0.98,23.267478794338704,"[44, 96]"
0.6,0.5,0.2,100,0.98,23.2104374502874,"[36, 58]"
0.7,0.5,0.1,100,0.98,23.07324470961718,"[74, 80]"
0.6,0.5,0.5,100,0.97,23.16375896493775,"[12, 37, 84]"
1.1,0.2,0.5,100,0.95,23.1849120911212,"[15, 53, 56, 94, 99]"
0.7999999999999999,0.2,0.5,100,0.93,23.27010800375461,"[5, 11, 36, 41, 55, 61, 89]"
0.6,0.3,0.4,100,0.8200000000000001,23.316334541480195,"[7, 9, 16, 19, 21, 24, 26, 27, 43, 49, 58, 65, 72, 73, 80, 82, 95, 96]"
0.8999999999999999,0.5,0.3,100,0.8,23.13078122043544,"[6, 10, 24, 25, 29, 40, 45, 47, 50, 55, 58, 60, 61, 64, 66, 67, 76, 85, 86, 98]"
0.7999999999999999,0.1,0.2,100,0.6699999999999999,22.827274739881148,"[3, 8, 10, 11, 12, 17, 22, 23, 24, 27, 30, 31, 35, 37, 38, 40, 41, 42, 43, 59, 61, 62, 65, 73, 74, 75, 77, 78, 80, 86, 91, 94, 96]"
0.8999999999999999,0.3,0.2,100,0.5800000000000001,23.17959772662953,"[0, 2, 3, 7, 12, 13, 14, 16, 18, 23, 24, 26, 34, 35, 36, 39, 40, 41, 43, 45, 46, 50, 52, 58, 59, 60, 62, 63, 65, 66, 72, 74, 79, 81, 82, 83, 84, 85, 87, 88, 92, 95]"
1.1,0.5,0.3,100,0.27,23.81035574830197,"[2, 3, 4, 5, 8, 9, 10, 11, 12, 14, 16, 18, 19, 20, 23, 24, 25, 26, 27, 28, 29, 30, 31, 33, 34, 35, 36, 37, 41, 43, 46, 47, 48, 51, 52, 53, 54, 55, 56, 57, 59, 60, 61, 62, 63, 64, 65, 67, 68, 69, 70, 71, 74, 75, 76, 78, 80, 81, 82, 83, 84, 85, 86, 88, 89, 90, 91, 92, 93, 95, 96, 97, 98]"
,,,,,,,,,